INPUT_TABLE
Variable ID
GLIMPSEPFStdTechUpBoundP1

region,sector,subsector,tech,year,policy-name
South Africa,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2040,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
South Africa,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2045,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
South Africa,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2050,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
South America_Northern,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2025,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
South America_Northern,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2030,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
South America_Northern,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2035,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
South America_Northern,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2040,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
South America_Northern,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2045,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
South America_Northern,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2050,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
South America_Southern,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2025,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
South America_Southern,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2030,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
South America_Southern,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2035,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
South America_Southern,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2040,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
South America_Southern,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2045,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
South America_Southern,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2050,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
South Asia,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2025,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
South Asia,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2030,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
South Asia,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2035,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
South Asia,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2040,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
South Asia,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2045,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
South Asia,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2050,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Southeast Asia,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2025,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Southeast Asia,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2030,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Southeast Asia,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2035,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Southeast Asia,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2040,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Southeast Asia,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2045,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Southeast Asia,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2050,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
Taiwan,elec_coal (conv pul),coal (conv pul),coal (conv pul) (cooling pond),2025,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463
